Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2tPQxzloliTGZHSnuoblD8,"ロングホープ・フィリア","LOVE","SUDA MASAKI",2019-07-10,295800,52,false,,2026-01-31T15:50:33Z,"j-pop","Sony Music Labels Inc.",0.591,0.962,0,-2.487,1,0.0409,0.0202,0,0.36,0.526,111.94,4
spotify:track:53XiMm0e6FRh6dUbezX53A,"アップデート","miwa THE BEST","miwa",2018-07-11,259466,47,false,,2026-01-31T15:49:44Z,"j-pop,anime","Sony Music Labels Inc.",0.488,0.949,1,-2.378,1,0.067,0.0157,0.0000166,0.13,0.65,170.069,4
spotify:track:0JtDUkqOV5cRxTdHMXGP3t,"ひたむき","ひたむき","SUPER BEAVER",2022-10-02,250960,55,false,,2026-01-31T15:45:52Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.539,0.979,6,-2.688,1,0.0677,0.00053,0.00000348,0.324,0.657,93.996,4
spotify:track:4cXlM7IelyGNnaOiROPZqn,"アイデンティティ","アイデンティティ","Kiro Akiyama",2021-01-27,269813,44,false,,2026-01-31T15:44:29Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.264,0.889,8,-3.494,1,0.0589,0.0000098,0.0396,0.0857,0.492,118.977,4
spotify:track:0QMmoBAY9pr7nOYisYWuMj,"絶体絶命","PURE","Cö shu Nie",2019-12-11,148746,50,false,,2026-01-31T15:43:26Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.315,0.939,3,-4.558,0,0.17,0.0413,0.00000149,0.0363,0.507,142.904,4
spotify:track:3fPKBKKDNS1VFsVjkTmRFw,"Touch off","Touch off","UVERworld",2019-02-27,260706,47,false,,2026-01-31T15:42:54Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.499,0.891,4,-3.757,0,0.0459,0.0000286,0.000313,0.28,0.215,99.995,4
spotify:track:7kRKlFCFLAUwt43HWtauhX,"LOST IN PARADISE","LOST IN PARADISE","ALI;AKLO",2020-10-10,327966,68,false,,2026-01-31T15:41:59Z,"anime,j-pop,j-rap,j-r&b","Sony Music Labels Inc.",0.648,0.904,6,-4.565,0,0.0786,0.0961,0.00000207,0.0629,0.728,121.994,4
spotify:track:5blG2vXcJC2n9l3rb5sCOr,"燈","燈","Soushi Sakiyama",2023-07-07,238720,64,false,,2026-01-31T15:39:59Z,"anime,j-pop","Sony Music Labels Inc.",0.671,0.677,5,-4.849,1,0.0381,0.294,0,0.236,0.665,127.08,4
spotify:track:0ayjyEFPDtTlWQcSbT407P,"嘘じゃない","嘘じゃない","Soushi Sakiyama",2021-07-17,258299,45,false,,2026-01-31T15:39:28Z,"anime,j-pop","Sony Music Labels Inc.",0.404,0.801,7,-3.298,1,0.0591,0.0239,0,0.0591,0.517,169.002,4
spotify:track:4k5g6HNKtrWbYDllw2Dyp0,"足跡","足跡","the peggies",2021-03-28,227973,49,false,,2026-01-31T15:38:40Z,"anime,j-rock,j-pop,indie nhật bản","Sony Music Labels Inc.",0.388,0.791,9,-2.25,1,0.0358,0.00077,0.0000241,0.116,0.775,163.943,4
spotify:track:7b7QqKepv8wY6VopSmQqX8,"No.1","No.1","DISH//",2021-04-10,230600,54,false,,2026-01-31T15:37:50Z,"j-pop,anime","Sony Music Labels Inc.",0.495,0.878,1,-4.3,1,0.058,0.0216,0,0.186,0.621,90.492,4
spotify:track:28DlaPydCnrs8NxYOnUPZ8,"ポラリス","Q.E.D","BLUE ENCOUNT",2020-11-18,224213,64,false,,2026-01-31T15:35:26Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.534,0.941,8,-2.561,1,0.077,0.00204,0.00615,0.102,0.573,95.008,4
spotify:track:0yy8QwH9OOgeF3CBeUDguR,"ODD FUTURE","ODD FUTURE","UVERworld",2018-07-27,225906,54,false,,2026-01-31T15:34:37Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.694,0.795,0,-4.649,0,0.0924,0.015,0,0.114,0.556,128.036,4
spotify:track:6jZBvlt3xG6gdPh1vFMBhs,"航海の唄","About a Voyage (My Hero Academia Ending Theme Song) [World Edition]","Sayuri",2019-11-29,284133,46,false,,2026-01-31T15:32:40Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.359,0.949,6,-0.413,0,0.0841,0.0124,0.00511,0.0352,0.302,180.025,4
spotify:track:5K1m4aaPCxwnm9SKlWW1vh,"Shout Baby","Shout Baby","Ryokuoushoku Shakai",2020-02-08,265986,60,false,,2026-01-31T15:31:45Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.474,0.881,7,-1.846,1,0.0398,0.033,0,0.0513,0.587,180,4
spotify:track:45UI1yzA7vjkWHoAUZ8nGp,"だってアタシのヒーロー。","だってアタシのヒーロー。","LiSA",2017-08-02,234093,54,false,,2026-01-31T15:30:19Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.394,0.99,10,-0.589,0,0.188,0.0365,0,0.174,0.269,188.954,4
spotify:track:0KD8y1Xab6G3X0eS58GFFu,"HEROES","BEST PARADE","Brian the Sun",2020-12-02,183066,8,false,,2026-01-31T15:29:43Z,"anime,j-rock,indie nhật bản","Sony Music Labels Inc.",0.364,0.966,2,-2.26,1,0.134,0.00893,0,0.283,0.525,198.024,4
spotify:track:6MoxDCpQGmUWr5Nkebnho0,"WE ARE MADE - TV Mix","DRAGON RAJA II - The Mourner's Eyes - Original Soundtrack","Shiro SAGISU",2025-10-08,228688,36,false,,2026-01-31T15:19:13Z,"anime,nhạc phim","Lunakingdom Records",0.621,0.928,0,-5.113,1,0.151,0.154,0.00000152,0.0644,0.752,122,4
spotify:track:6CztlyIXUD5BRvLPbmqoWJ,"OverThink(動畫《時光代理人》片尾曲)","時光代理人(動畫《時光代理人》原聲帶)","饭卡",2021-08-20,180937,53,false,,2026-01-31T15:17:12Z,"anime,c-pop,hip hop trung quốc,r&b trung quốc","上海寬娛數碼科技有限公司",0.753,0.743,0,-5.574,0,0.207,0.563,0.000114,0.111,0.686,160.05,4
spotify:track:3FUCuf498nFHJXFYR1V9Bd,"三原色","三原色","YOASOBI",2021-07-02,224066,57,false,,2026-01-31T15:15:13Z,"j-pop,anime","YOASOBI",0.443,0.893,5,-3.496,0,0.154,0.128,0,0.328,0.826,127.999,4
spotify:track:1WU2XdTpxIhGhsSwDrllyV,"I'm Mine","I'm Mine","halyosy",2023-10-05,233083,33,false,,2026-01-31T15:00:01Z,"vocaloid","halyosy",0.545,0.935,7,-3.631,1,0.0919,0.0112,0,0.437,0.724,135.023,4
spotify:track:7ajpbW6tBpqUI9foCtwlLw,"祝福","祝福","YOASOBI",2022-10-01,196235,61,false,,2026-01-31T14:57:49Z,"j-pop,anime","YOASOBI",0.553,0.958,4,-3.159,0,0.073,0.0186,0.0000308,0.297,0.541,170.045,4
spotify:track:2jwv3I5l0WZfsbgCaWhVOd,"Blessing","Blessing","すとぷり",2022-05-01,270413,36,false,,2026-01-31T14:57:38Z,"vocaloid","STPR Records",0.737,0.796,0,-5.076,1,0.0608,0.521,0,0.376,0.877,110.005,4
spotify:track:2jiyE2x6xWniPaIpZ7j8WG,"Connecting","Upload feat.Vocalist","halyosy;Vocalists（halyosy・りぶ・そらる・ろん・KK・れをる・しゃけみー・弟の姉）",2014-12-10,300066,34,false,,2026-01-31T14:51:34Z,"vocaloid","Victor",0.598,0.795,5,-3.025,1,0.0299,0.0262,0,0.0746,0.56,91.024,4
spotify:track:6J3gSl9trhgr55W9wpNHRK,"デビきゅー","デビきゅー","Yu Serizawa",2019-11-27,216306,34,false,,2026-01-31T14:47:53Z,"anime","DIVEIIentertainment",0.538,0.956,6,-1.456,0,0.0506,0.0638,0.00205,0.176,0.539,180.226,4
spotify:track:3gnequQOQxh6VoZtUHCl8i,"Magical Babyrinth","Magical Babyrinth","DA PUMP",2019-10-21,208920,37,false,,2026-01-31T14:47:09Z,"j-pop,j-r&b,kayokyoku,anime","SONIC GROOVE",0.672,0.993,7,-1.381,1,0.14,0.115,0,0.25,0.615,138.961,4
spotify:track:3PlvpQjHSMYPtodc2Ldl8M,"Dive Back In Time(動畫《時光代理人》片頭曲)","時光代理人(動畫《時光代理人》原聲帶)","BaishaJAWS",2021-08-20,174444,55,false,,2026-01-31T14:45:04Z,"anime,c-pop","上海寬娛數碼科技有限公司",0.646,0.608,7,-7.953,0,0.034,0.00185,0,0.0867,0.645,108.019,4
spotify:track:7ovUcF5uHTBRzUpB6ZOmvt,"アイドル","アイドル","YOASOBI",2023-04-12,213233,73,false,,2026-01-31T14:42:06Z,"j-pop,anime","YOASOBI",0.574,0.935,1,-2.783,1,0.0926,0.112,0.00000107,0.367,0.836,166.008,4
spotify:track:68XJP1sxQ5aiwbDJ8McUSr,"departure!","“HUNTER×HUNTER”Single","Masatoshi Ono",2012-08-22,257519,61,false,,2026-01-31T14:28:15Z,"anime","VAP",0.356,0.925,10,-4.739,0,0.0528,0.00699,0,0.0719,0.484,159.959,4
spotify:track:2ZJTmYNOA8k21yUtLXJG57,"ưng quá chừng","ưng quá chừng","AMEE",2023-03-05,81951,43,false,,2026-01-31T14:25:10Z,"v-pop,hip hop việt nam,indie việt","Yin Yang Media",0.907,0.609,7,-7.045,1,0.0724,0.629,0.0574,0.133,0.756,123.004,4
spotify:track:3VqSRkq3jRpsSEBngUcY6a,"Cupid","The Beginning: Cupid","FIFTY FIFTY",2023-02-24,174253,65,false,,2026-01-31T14:25:00Z,"k-pop","SME Korea Inc.",0.774,0.66,2,-8.2,1,0.0328,0.662,0,0.4,0.961,120.023,4
spotify:track:0bC7GKnxh9W9JIvJ6HVWxc,"FLOWER","ME","JISOO",2023-03-31,174216,69,false,,2026-01-31T14:22:53Z,"k-pop","YG Entertainment",0.843,0.389,9,-7.664,0,0.036,0.032,0.00000525,0.109,0.635,123.967,4
spotify:track:0VBv6oyMgeEBOIysaSV9aE,"Anh Ơi Ở Lại","Anh Ơi Ở Lại","Chi Pu;Đạt G",2019,292379,56,false,,2026-01-31T14:22:05Z,"v-pop,vinahouse,indie việt,hip hop việt nam","GOM Entertainment",0.554,0.313,6,-8.643,1,0.0351,0.767,0.00000347,0.102,0.143,123.648,4
spotify:track:0Ksrjn0jEK0AjqpiAGe07t,"Đoá Hoa Hồng - Queen","Đoá Hoa Hồng (Queen)","Chi Pu;Masew",2018,240480,34,false,,2026-01-31T14:21:27Z,"v-pop,vinahouse,indie việt,hip hop việt nam,lo-fi việt","GOM Entertainment",0.68,0.916,11,-3.773,0,0.0352,0.44,0.0717,0.396,0.443,131.75,4
spotify:track:5GK7eDDTVz7CTge1wJrDQW,"Kill This Love","Kill This Love","BLACKPINK",2019-04-05,189052,70,false,,2026-01-31T14:20:46Z,"k-pop","YG Entertainment",0.738,0.861,2,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,4
spotify:track:5nvRWKWqHFMAxAxPTzDr0R,"How You Like That","How You Like That","BLACKPINK",2020-06-25,181263,47,false,,2026-01-31T14:20:05Z,"k-pop","YG Entertainment",0.828,0.782,11,-4.014,1,0.0918,0.0694,0.0000341,0.0544,0.351,130.013,4
spotify:track:1UXglyq0JOTvqGagK1yUa1,"The Thundermans: Undercover - Official Theme Song","The Thundermans: Undercover","The Thundermans Cast",2025-01-31,35278,42,false,,2026-01-31T14:05:24Z,"","Republic Records: Kids & Family",0.597,0.901,4,-3.393,1,0.171,0.0535,0,0.222,0.756,147.105,3
spotify:track:3j8FIMGRqPSBBaSB0tFyFB,"Don't Think Twice","School of Rock (Original Music from the Series)","Nickelodeon;School of Rock Cast",2023-01-27,173450,23,false,,2026-01-31T14:04:40Z,"","Nickelodeon Republic PD",0.743,0.353,4,-7.122,1,0.0477,0.249,0,0.261,0.765,95.012,4
spotify:track:0tYkc5fTAhVhF0eTOaT03w,"This Isn't Love","School of Rock (Original Music from the Series)","Nickelodeon;School of Rock Cast",2023-01-27,155491,22,false,,2026-01-31T14:03:56Z,"","Nickelodeon Republic PD",0.425,0.714,5,-4.472,1,0.0307,0.000425,0,0.463,0.849,81.403,4
spotify:track:7JV2chIR13ZL5xker468rJ,"Party Like A Zombie","School of Rock (Original Music from the Series)","Nickelodeon;School of Rock Cast",2023-01-27,147194,23,false,,2026-01-31T14:03:23Z,"","Nickelodeon Republic PD",0.449,0.909,11,-4.85,0,0.0586,0.00347,0.00278,0.684,0.67,159.973,4
spotify:track:4LBd35ql12E3R0QyuQqciu,"Our Time Is Now","School of Rock (Original Music from the Series)","Nickelodeon;School of Rock Cast",2023-01-27,172040,21,false,,2026-01-31T14:02:42Z,"","Nickelodeon Republic PD",0.493,0.818,9,-4.277,1,0.119,0.0232,0,0.0885,0.596,170.03,4
spotify:track:4GSBBWvmbYKF5M2FGGeEAw,"Let Me In","School of Rock (Original Music from the Series)","Nickelodeon;School of Rock Cast",2023-01-27,158840,25,false,,2026-01-31T14:02:02Z,"","Nickelodeon Republic PD",0.311,0.863,0,-4.419,0,0.086,0.0195,0.00000106,0.231,0.544,179.986,4
spotify:track:2vRLfeLki55dk3HapJw7fE,"Tell Me Something True","School of Rock (Original Music from the Series)","Nickelodeon;School of Rock Cast",2023-01-27,172729,22,false,,2026-01-31T14:00:38Z,"","Nickelodeon Republic PD",0.439,0.938,2,-4.472,1,0.109,0.00152,0.0000114,0.262,0.537,160.94,4
spotify:track:4BI5c1bwiloA3ZxfBn9clg,"We Run This Show","School of Rock (Original Music from the Series)","Nickelodeon;School of Rock Cast",2023-01-27,139826,22,false,,2026-01-31T14:00:18Z,"","Nickelodeon Republic PD",0.638,0.873,0,-5.671,1,0.0705,0.00734,0,0.447,0.73,125.037,4
spotify:track:46mhusNJ9LRFtGQBPmsRLB,"Sailing","To The Island","Ahn Ye Eun",2021-04-03,180186,46,false,,2026-01-31T13:57:59Z,"k-ballad","JMG",0.565,0.771,7,-4.505,0,0.107,0.588,0,0.219,0.743,175.779,4
spotify:track:6YseAZ3MFsM8eCF40pXD1r,"レッツ！ジュウオウダンス","動物戦隊ジュウオウジャー 全曲集","大西洋平",2017-02-22,238013,26,false,,2026-01-31T13:39:10Z,"","Nippon Columbia Co., Ltd./NIPPONOPHONE",0.728,0.93,0,-4.351,0,0.0677,0.0774,0,0.0744,0.778,130.017,4
spotify:track:1FAQ2dpoyS4NRFaUXk30sJ,"Hương Ngọc Lan","Hương Ngọc Lan","Hồng Nhung;Mỹ Linh;Lưu Hương Giang;Uyên Linh;Phương Vy",2024-01-06,294570,19,false,,2026-01-31T13:22:29Z,"v-pop,bolero việt nam,indie việt,hip hop việt nam","Universal Music Indochina Distributed Labels",0.328,0.611,2,-5.462,1,0.0386,0.686,0.0000722,0.179,0.148,129.923,4
spotify:track:6xepovPqjvrkEw9Y5AMmTm,"Lambada - Original Version 1989","Lambada - Les originaux No. 1 de l'été (Original 1989)","Kaoma",1989-01-01,207466,73,false,,2026-01-31T13:08:21Z,"","Lambada",0.756,0.8,5,-5.158,1,0.0329,0.211,0.000724,0.0466,0.967,118.924,4
spotify:track:3CisGh5CyKBDnGtjmsszSo,"Butterfly","Smile","SMiLE.dk",1998-07-13,177453,66,false,,2026-01-31T12:26:00Z,"pop châu âu,nhạc dance châu âu","Parlophone Denmark",0.703,0.985,11,-5.105,1,0.0352,0.214,0.917,0.139,0.776,134.909,4
spotify:track:1qoM53Za1BAdSMxcksIXci,"Hitori Jozu","Renairon - Anokoro e Love Letter -","Naoko Ken",1993,247773,32,false,,2026-01-30T20:07:29Z,"kayokyoku,enka,city pop,j-pop","PONY CANYON INC.",0.622,0.437,6,-14.894,0,0.0319,0.442,0.00159,0.0989,0.566,92.662,4
spotify:track:5zWZ9iNevP0397xB3jWV2z,"Brother Louie","Ready For Romance","Modern Talking",1986,222666,76,false,,2026-01-30T11:08:41Z,"pop châu âu,italo disco,nhạc dance châu âu","Hansa Local",0.783,0.836,0,-9.223,0,0.0486,0.396,0.0236,0.135,0.831,108.966,4
spotify:track:1SOnCrhA8iT9mM3COMqSFh,"風に薫る夏の記憶","GOLD SYMPHONY","AAA",2014-10-01,305560,45,false,,2026-01-30T11:06:31Z,"j-pop,anime","avex trax",0.601,0.753,7,-5.43,1,0.0297,0.412,0,0.0647,0.352,114.059,4
spotify:track:1sdJE2c51WYOWChe7Us0sf,"ウィーアー!","777 ～TRIPLE SEVEN～","AAA",2012-08-22,247893,44,false,,2026-01-30T11:05:56Z,"j-pop,anime","avex trax",0.44,0.947,9,-3.438,1,0.088,0.00615,0,0.133,0.448,160.026,4
spotify:track:1YjQMlW69RDw6EuLbpIfmB,"愛してるのに、愛せない","愛してるのに、愛せない","AAA",2015-09-16,300133,49,false,,2026-01-30T11:05:42Z,"j-pop,anime","avex trax",0.568,0.81,5,-4.17,1,0.0334,0.0764,0,0.161,0.489,112.021,4
spotify:track:2ZCkl705ROXLgLtXXKhBp2,"Wake up!","GOLD SYMPHONY","AAA",2014-10-01,223760,49,false,,2026-01-30T11:05:20Z,"j-pop,anime","avex trax",0.444,0.946,1,-2.423,1,0.0705,0.0505,0,0.369,0.713,175.976,4
spotify:track:78BOMFGKODShHuIrtZa6O9,"恋音と雨空","AAA DOME TOUR 2018 COLOR A LIFE -SET LIST-","AAA",2018-12-03,316400,54,false,,2026-01-30T11:04:15Z,"j-pop,anime","avex trax",0.631,0.857,1,-4.7,1,0.0314,0.174,0,0.407,0.498,129.058,4
spotify:track:3lEqxRE9NjUl4D7XOsxSHq,"Feels","Feels","Nissy;Saweetie",2023-11-28,208235,27,false,,2026-01-30T11:01:12Z,"j-pop","Nissy Entertainment",0.711,0.626,5,-6.032,0,0.0384,0.00815,0,0.206,0.45,116.963,4
spotify:track:3AviP40eZRDSeSpHC3oYJc,"Stormy","Stormy","Nissy;SKY-HI",2024-04-17,204506,39,false,,2026-01-30T11:00:29Z,"j-pop,j-rap","MoooD Records",0.783,0.647,7,-5.461,1,0.0492,0.0303,0,0.314,0.688,105.071,4
spotify:track:37R0bQOQj5a7DOqh1TGzvB,"One Call Away","Nine Track Mind","Charlie Puth",2016-01-29,194453,71,false,,2026-01-30T10:44:49Z,"soft pop","Artist Partner",0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,4
spotify:track:6VrLYoQKdhu1Jruei06t65,"Somebody To You","Meet The Vamps","The Vamps",2014-01-01,185097,70,false,,2026-01-30T10:44:21Z,"","EMI",0.525,0.818,3,-5.952,1,0.0358,0.0581,0,0.333,0.897,171.962,4
spotify:track:2sCl0FFOzZSmYZs90zOpd1,"Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version","Cups (Pitch Perfect’s “When I’m Gone”)","Anna Kendrick",2013-01-01,126880,68,false,,2026-01-30T10:43:16Z,"nhạc thiếu nhi","Pitch Perfect 2nd Album",0.887,0.441,0,-8.98,1,0.115,0.0514,0.00667,0.0338,0.715,129.908,4
spotify:track:4kbj5MwxO1bq9wjT5g9HaA,"Shut Up and Dance","TALKING IS HARD","WALK THE MOON",2014-12-02,199080,85,false,,2026-01-30T10:42:11Z,"","RCA Records Label",0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4
spotify:track:68uRn5hfyRhOGTdf2qYSLL,"Are You Ready To Rock","School of Rock (Original Music from the Series)","Nickelodeon;School of Rock Cast",2023-01-27,116215,36,false,,2026-01-30T10:39:59Z,"","Nickelodeon Republic PD",0.558,0.848,0,-4.413,1,0.0307,0.0107,0,0.77,0.961,90.012,4
spotify:track:16vwkzWPTNoEIO9dxWhdEO,"We Rock","Disney 2000s, Vol. 2 Summer Break","Cast Of Camp Rock",2024-06-14,191880,49,false,,2026-01-30T10:38:40Z,"","UME - Global Clearing House",0.634,0.949,8,-3.464,0,0.105,0.00576,0,0.097,0.826,143.882,4
spotify:track:5lEsM6qpuzuZwij6jIZPvP,"Big Time Rush","BTR","Big Time Rush",2010-10-11,197586,54,false,,2026-01-30T10:36:22Z,"","Nickelodeon/Columbia",0.599,0.888,11,-2.931,0,0.0514,0.0273,0,0.28,0.833,121.05,4
spotify:track:3dPtXHP0oXQ4HCWHsOA9js,"夜に駆ける","夜に駆ける","YOASOBI",2019-12-15,261013,69,false,,2026-01-30T10:24:15Z,"j-pop,anime","YOASOBI",0.67,0.874,8,-5.221,1,0.0305,0.00231,0.0000172,0.3,0.789,130.041,4
spotify:track:7Cd17G3oNQ34OWUwS8ZxfR,"Lemon","Lemon","Kenshi Yonezu",2018-03-14,256116,62,false,,2026-01-30T10:23:53Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.532,0.661,11,-4.924,1,0.0268,0.366,0,0.354,0.446,86.983,4
spotify:track:5DbmxTOAedNgCI1demnPkR,"恋におちたら","LOVE SONG BEST","Crystal Kay",2003,270186,54,false,,2026-01-30T10:23:07Z,"j-r&b,j-pop","Sony Music Labels Inc.",0.559,0.89,8,-4.788,1,0.0431,0.0265,0,0.0607,0.561,101.982,4
spotify:track:0ltIx8PLjtWoS9zn9PqsZW,"Hikare Inochi","Hikare Inochi","Kitri",2021-10-14,322146,39,false,,2026-01-30T10:17:30Z,"anime","Nippon Columbia Co., Ltd./NIPPONOPHONE",0.592,0.769,2,-5.268,1,0.0311,0.319,0.00000466,0.137,0.385,102.033,4
spotify:track:7FeEiAWqWScpMFnlLSUvX2,"Anytime Anywhere","Anytime Anywhere","milet",2023-09-29,230449,65,false,,2026-01-30T10:15:14Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.365,0.767,4,-4.107,1,0.0659,0.498,0,0.156,0.399,109.261,5
spotify:track:0SFJKinrJ2dyAPXfzuOrwR,"Sunshower","Sunshower","Ayumu Imazu",2022-10-21,255964,43,false,,2026-01-30T10:13:23Z,"j-pop,j-r&b","WM Japan",0.55,0.721,1,-4.295,0,0.045,0.112,0,0.0584,0.197,96.073,4
spotify:track:3AK7BhcFM7pyRo5ggu8ido,"Tình Bạn Diệu Kỳ","Tình Bạn Diệu Kỳ","Ricky Star;AMEE;Lăng LD",2021-02-23,203666,39,false,,2026-01-30T09:23:46Z,"hip hop việt nam,v-pop,indie việt,vinahouse","12 trái lê",0.791,0.717,1,-8.993,0,0.043,0.256,0,0.104,0.39,135.013,4
spotify:track:5E5jcIt9MNElcmcpVtjdnl,"Nụ Cười 18 20","Nụ Cười 18 20","Doãn Hiếu;BMZ",2020-06-26,250256,31,false,,2026-01-30T09:23:05Z,"v-pop,lo-fi việt,vinahouse,indie việt","BMZ JSC",0.759,0.413,0,-11.581,1,0.0347,0.571,0.00000266,0.11,0.427,116.913,4
spotify:track:3Rf4rNtuMuSQ9mr6hmhIIB,"Sao Em Lại Tắt Máy?","Sao Em Lại Tắt Máy?","Phạm Nguyên Ngọc;VAnh;BMZ",2020,198000,52,false,,2026-01-30T09:19:00Z,"v-pop,indie việt,lo-fi việt,vinahouse","BMZ",0.68,0.432,0,-13.267,1,0.203,0.722,0.00000128,0.345,0.426,164.032,4
spotify:track:4ebAO31mniB209IxeszG1a,"favorite liar","không biết nên vui hay buồn","Bảo Anh",2023-05-21,219135,0,false,,2026-01-30T09:14:55Z,"v-pop,indie việt,bolero việt nam","Yin Yang Media",0.43,0.348,2,-10.11,0,0.0384,0.918,0.000931,0.0635,0.302,128.345,4
spotify:track:27Z9T0mSWHYWSj9SNOGvyt,"Thằng Điên","Thằng Điên","JustaTee;Phương Ly",2022-07-11,234000,65,false,,2026-01-30T09:13:07Z,"v-pop,hip hop việt nam,indie việt,vinahouse","NGUYEN THANH TUAN",0.626,0.503,5,-8.753,1,0.0389,0.362,0.00000142,0.0762,0.574,140.014,4
spotify:track:2P4OICZRVAQcYAV2JReRfj,"Waiting For Love","Stories","Avicii",2015-10-02,230613,83,false,,2026-01-30T09:12:40Z,"edm","Pophouse Entertainment Group",0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,4
spotify:track:5mG5cQE6SEYxnGCX3I09IC,"Vì Mẹ Anh Bắt Chia Tay","Vì Mẹ Anh Bắt Chia Tay","Miu Lê;Karik;Châu Đăng Khoa",2022-06-13,261999,42,false,,2026-01-30T09:12:20Z,"v-pop,hip hop việt nam,vinahouse,indie việt","Yin Yang Media",0.722,0.783,7,-6.877,0,0.0606,0.727,0.00000897,0.13,0.422,119.971,4
spotify:track:067J8jL5iPDzVBH0jClJpI,"Chậm Lại","Chậm Lại","Vũ.",2022-08-25,223384,29,false,,2026-01-30T09:10:26Z,"v-pop,indie việt,lo-fi việt","WM Vietnam",0.59,0.548,5,-8.491,1,0.026,0.837,0.0411,0.173,0.552,130.106,4
spotify:track:69KkHUYN73D8OGJkCxlUID,"Bên Trên Tầng Lầu - Version 2","Bên Trên Tầng Lầu (Version 2)","Tăng Duy Tân",2022-07-28,202005,20,false,,2026-01-30T09:09:41Z,"v-pop,vinahouse,lo-fi việt","Sony Music Entertainment",0.881,0.56,1,-6.061,0,0.0334,0.47,0.000726,0.109,0.417,120.027,4
spotify:track:1QqGJXsN3yIrFSGgoBcPm6,"风吹一夏 (feat. Swei水 & Rays陈袁)","风吹一夏 (feat. Swei水 & Rays陈袁)","Dragon Pig;Swei水;Rays陈袁",2021-06-10,198918,0,false,,2026-01-30T09:08:35Z,"hip hop trung quốc,c-pop,r&b trung quốc,mandopop","Sony Music Entertainment",0.744,0.938,5,-0.829,0,0.0394,0.106,0.00000355,0.0997,0.738,111.007,4
spotify:track:2HmRjsswgcKVjIhM8LzKrg,"一百萬個可能","一百萬個可能","克麗絲叮",2014-11-07,275453,42,false,,2026-01-30T08:12:35Z,"c-pop,mandopop","Great Music Publishing Ltd.",0.571,0.593,2,-5.852,1,0.0295,0.391,0,0.112,0.144,109.971,4
spotify:track:2DxF6VG96AiafsZ5oJlqmV,"青丝","青丝","唐伯虎Annie",2020-09-06,255488,32,false,,2026-01-30T08:10:10Z,"gufeng,c-pop,mandopop","百纳娱乐",0.641,0.727,8,-5.422,0,0.0362,0.146,0.00000221,0.0486,0.564,95.047,4
spotify:track:0PdkRd097NPb9bzcSOphK1,"letter song","CLiCK 〜泣き歌で歌ってみた〜 プリンセス盤","セリユ",2013-05-29,410600,23,false,,2026-01-29T18:10:02Z,"vocaloid","Sony Music Labels Inc.",0.251,0.258,5,-10.681,1,0.0343,0.907,0.000463,0.139,0.199,114.694,4
spotify:track:49eklsTHsXJGLc58uJQoiI,"Sayonara Dakega Jinseida","Sanzensekai","Kashitaro Ito",2022-02-16,311000,19,false,,2026-01-29T18:06:18Z,"vocaloid,anime","Victor",0.614,0.258,0,-10.288,1,0.0346,0.369,0,0.116,0.312,76.95,4
spotify:track:2VRuJCvrtga5GpJYtwssyQ,"Hyakka Ryoran","Sanzensekai","Kashitaro Ito",2022-02-16,287000,19,false,,2026-01-29T18:06:06Z,"vocaloid,anime","Victor",0.474,0.937,9,-4.053,0,0.0739,0.341,0,0.389,0.482,140.028,4
spotify:track:3iSJKB4yhf5nR6grmkP9VO,"極楽浄土","Violet Cry","GARNiDELiA",2016-12-14,218920,49,false,,2026-01-29T18:02:55Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.623,0.973,6,-4.307,0,0.056,0.00304,0.0344,0.315,0.706,131.014,4
spotify:track:2DeraySaI3fomlDF6S2NZa,"Bài này không để đi diễn","Bài này không để đi diễn","Anh Tú Atus",2022-10-17,178520,43,false,,2026-01-29T18:02:15Z,"v-pop,hip hop việt nam","Yin Yang Media",0.858,0.491,4,-11.683,1,0.146,0.117,0.000021,0.168,0.891,116.009,4
